Id;Nome;Nome Entidade/Coletivo Cultural;Descrição Curta;Data de Criação;Data de Atualização;Tipo de agente da Rede Cultura Viva;Tipo;Pais;Estado;Município;Ações Estruturantes;Públicos que participam das ações;Área de experiência e temas;Atuação;Fonte
301618;Engenho Conceição de Cima;Engenho Conceição de Cima;Não Informado;02/08/2024 16:13;09/08/2024 15:19;ponto;Coletivo;Não Informado;PE;Escada;economia criativa e solidária, agente cultura viva, cultura, infância e adolescência, cultura e meio ambiente, cultura e educação;população rural, público em geral, lgbt, idosos, mulheres, crianças e adolescentes, estudantes;contador de histórias, meio ambiente, cultura alimentar, artesanato, cultural, turismo;museu, turismo, educação, artesanato, gastronomia;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
301324;EQUIPE TEATRAL DE SERRA TALHADA - ETEAST PRODUÇÕES;EQUIPE TEATRAL DE SERRA TALHADA - ETEAST PRODUÇÕES;Não Informado;31/07/2024 12:20;30/09/2024 09:18;ponto;Coletivo;Não Informado;PE;Serra Talhada;cultura, infância e adolescência, livro, leitura e literatura, conhecimentos tradicionais, cultura, comunicação e mídia livre, cultura e saúde, cultura e direitos humanos, cultura e juventude, cultura e educação;população rural, população de baixa renda, mulheres, público em geral, grupos artísticos e culturais independentes, lgbt, idosos, crianças e adolescentes, juventude, estudantes;juventude, turismo, capacitação, culturas populares, fotografia, literatura, produção, contador de histórias, audiovisual, artes cênicas;turismo, saúde, produção cultural, fotografia, educação, dança, cultura popular, leitura, teatro, literatura, jornalismo, livro, cinema, audiovisual;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
301305;CENTRO CULTURAL DOS PALMARES;CENTRO CULTURAL DOS PALMARES;Não Informado;31/07/2024 10:50;31/07/2024 17:45;ponto;Coletivo;Não Informado;PE;Palmares;conhecimentos tradicionais, cultura e educação, cultura e juventude, cultura circense, cultura, infância e adolescência, cultura e meio ambiente, memória e patrimônio cultural, livro, leitura e literatura;populações em áreas de vulnerabilidade social, populações atingida por barragens, população sem teto, pessoas ou grupos vítimas de violência, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, grupos assentados de reforma agrária, população de baixa renda, população rural, ribeirinhos, quilombolas, público em geral, povos e comunidades tradicionais de matriz africana, população de rua, pessoas com deficiência, mulheres, lgbt, juventude, crianças e adolescentes, indígenas, imigrantes, idosos, estudantes, grupos artísticos e culturais independentes, ciganos, afro-brasileiros;internacional, meio ambiente, literatura, juventude, gastronomia, culturas populares, culturas indígenas, cultura alimentar, cultura afro, contador de histórias, capoeira, capacitação, artesanato, artes visuais, artes cênicas, cultural, produção;teatro, produção cultural, patrimônio imaterial, museu, história, meio ambiente, livro, literatura, leitura, gastronomia, cultura popular, cultura negra, dança, cultura digital, cultura cigana, cultura estrangeira (imigrantes), cultura lgbt, cultura indígena, circo, cinema, arte de rua, arte digital, artes visuais, artesanato;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
300668;Bloco Carnavalesco Misto Pierrot de São José;Bloco Carnavalesco Misto Pierrot de São José;Não Informado;24/07/2024 20:29;09/09/2024 16:32;ponto;Coletivo;Não Informado;PE;Recife;cultura e saúde, cultura e educação, intercâmbio e residências artístico-culturais, economia criativa e solidária, conhecimentos tradicionais, cultura, infância e adolescência, cultura e meio ambiente, cultura e juventude, memória e patrimônio cultural, cultura, comunicação e mídia livre;afro-brasileiros, público em geral, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, juventude, estudantes, população de baixa renda, pessoas com deficiência, lgbt, idosos;gastronomia, comunicação direitos humanos, culturas populares, fotografia, juventude, música, esporte, capacitação, produção, artesanato, cultural;produção cultural, gestão cultural, patrimônio material, música, esporte, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
300568;Coletivo Lany's Galery Art;Lany's Galery Art;Não Informado;24/07/2024 11:02;18/10/2024 08:10;ponto;Coletivo;Não Informado;PE;Serra Talhada;economia criativa e solidária, intercâmbio e residências artístico-culturais, cultura e educação, cultura e meio ambiente, cultura e direitos humanos, cultura e juventude, livro, leitura e literatura, conhecimentos tradicionais;população de baixa renda, público em geral, mulheres, crianças e adolescentes, pessoas com deficiência, lgbt, juventude, idosos, estudantes, grupos artísticos e culturais independentes;turismo, gênero, juventude, meio ambiente, comunicação direitos humanos, culturas populares, capacitação, artes cênicas, audiovisual, hip hop, produção, artes visuais, literatura, música, artesanato, cultural;cultura negra, fotografia, economia criativa, arte de rua, comunicação, gestão cultural, turismo, patrimônio imaterial, meio ambiente, audiovisual, cultura popular, produção cultural, dança, cultura lgbt, artesanato, teatro, música, literatura, cinema, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
300379;QUADRILHA JUNINA RAIZES DO PINHO;QUADRILHA JUNINA RAIZES DO PINHO;Nossa trajetória é marcada por uma história de continuidade familiar e renovação. Inspirado pela matriarca que dirigia uma quadrilha com outro nome, a quadrilha Raízes do Pinho é hoje dirigida por seu neto, bisnetos e parentes por afinidade, que assumem com dedicação e responsabilidade a missão de manter viva essa tradição. Um legado familiar que fortalece a conexão entre gerações.;22/07/2024 13:19;21/11/2024 16:31;ponto;Coletivo;Não Informado;PE;Recife;;;;gestão cultural, dança, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
299872;EMOSC;EMOSC;Não Informado;17/07/2024 12:44;30/07/2024 23:26;ponto;Coletivo;Não Informado;PE;Palmares;cultura e meio ambiente, cultura, infância e adolescência, cultura e juventude, música e teatro, cultura e educação;público em geral, ribeirinhos, pessoas com deficiência, mulheres, afro-brasileiros, estudantes, juventude, lgbt, populações em áreas de vulnerabilidade social, população de baixa renda, crianças e adolescentes;artesanato, música;artesanato, dança, teatro, música;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
299071;Centro de mulheres artesãs;Centro de mulheres artesãs;Não Informado;09/07/2024 16:44;29/07/2024 20:34;ponto;Coletivo;Não Informado;PE;Palmares;artesanato, economia criativa e solidária;crianças e adolescentes, juventude, mulheres;gênero, artesanato;artesanato;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
298930;Coral Padre Geraldo;Coral Padre Geraldo;Não Informado;08/07/2024 11:31;12/07/2024 08:12;ponto;Coletivo;Não Informado;PE;Escada;cultura e educação, agente cultura viva, memória e patrimônio cultural, cultura digital, livro, leitura e literatura, conhecimentos tradicionais;público em geral, estudantes, idosos, mulheres, população de baixa renda, pessoas com deficiência, grupos artísticos e culturais independentes;tradição oral, cultura digital, fotografia, culturas populares, cultural, literatura, música;museu, história, educação, arte digital, pesquisa, cultura digital, patrimônio material, mídias sociais, música, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
298011;GRUPO DE ARTE POPULAR DOS PALMARES;GRUPO DE ARTE POPULAR DOS PALMARES;Não Informado;01/07/2024 11:01;06/11/2024 16:42;ponto;Coletivo;Não Informado;PE;Palmares;cultura circense, cultura e direitos humanos, cultura e juventude, cultura e educação, agente cultura viva, memória e patrimônio cultural, cultura, comunicação e mídia livre, cultura, infância e adolescência, intercâmbio e residências artístico-culturais, conhecimentos tradicionais;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população de rua, população rural, público em geral, juventude, estudantes, ribeirinhos, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, idosos, população de baixa renda, pessoas com deficiência, lgbt, indígenas, grupos artísticos e culturais independentes, afro-brasileiros;tradição oral, juventude, cultura digital, contador de histórias, audiovisual, artes cênicas, fotografia, culturas populares, cultura alimentar, capoeira, artesanato, cultural, turismo, música, literatura, gênero, esporte, culturas indígenas, cultura afro, capacitação, artes visuais, produção;turismo, produção cultural, patrimônio imaterial, história, fotografia, educação, design, cultura negra, comunicação, audiovisual, arte digital, dança, cultura lgbt, cultura digital, circo, artesanato, arte de rua, teatro, patrimônio material, música, mídias sociais, esporte, cultura popular, cultura indígena, cultura cigana, cinema, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
296991;TENDA DE JUREMA DO MESTRE REI MALUNGUINHO;TENDA DE JUREMA DO MESTRE REI MALUNGUINHO;Não Informado;20/06/2024 11:50;12/08/2024 15:02;ponto;Coletivo;Não Informado;PE;Paulista;cultura e educação, cultura e juventude, cultura digital, memória e patrimônio cultural, cultura e meio ambiente, cultura e direitos humanos, conhecimentos tradicionais;populações em áreas de vulnerabilidade social, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população de baixa renda, quilombolas, público em geral, povos e comunidades tradicionais de matriz africana, pessoas com deficiência, pescadores, mulheres, lgbt, juventude, crianças e adolescentes, indígenas, idosos, grupos artísticos e culturais independentes, estudantes, ciganos, afro-brasileiros;música, tradição oral, meio ambiente, gastronomia, culturas indígenas, culturas populares, comunicação direitos humanos, cultura digital, cultura alimentar, cultura afro, cultural;produção cultural, patrimônio material, patrimônio imaterial, meio ambiente, gastronomia, educação, dança, cultura popular, cultura negra, cultura lgbt, cultura indígena, cultura digital, cultura cigana, audiovisual;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
296503;Instituto Casa Amarela Social;Instituto Casa Amarela Social;Nós somos o Instituto Casa Amarela Social (ICA), que desde 2019 vem desenvolvendo ações para a defesa, elevação e manutenção da qualidade de vida do ser humano e do meio ambiente, através das atividades de educação profissional, especial e ambiental para o bairro de Casa Amarela e adjacências. Somos os representantes do G10 Favelas no estado de Pernambuco.;16/06/2024 19:13;22/07/2024 23:03;ponto;Coletivo;Não Informado;PE;Recife;;;;design, cultura negra, educação, moda, economia criativa;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
292443;Centro Cultural Quilombo Catucá- Ilê Asé Oyá Aláketú Oyá TOgum;Centro Cultural Quilombo Catucá- Ilê Asé Oyá Aláketú Oyá TOgum;Não Informado;07/06/2024 14:09;11/07/2024 16:04;ponto;Coletivo;Não Informado;PE;Camaragibe;cultura digital, cultura, comunicação e mídia livre, cultura e meio ambiente, cultura e direitos humanos, cultura e juventude, cultura e educação, agente cultura viva, memória e patrimônio cultural, cultura e saúde, cultura, infância e adolescência, livro, leitura e literatura, intercâmbio e residências artístico-culturais, economia criativa e solidária, conhecimentos tradicionais;população sem teto, imigrantes, populações em áreas de vulnerabilidade social, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, população de rua, juventude, crianças e adolescentes, mulheres, pessoas em situação de sofrimento psíquico, povos e comunidades tradicionais de matriz africana, pessoas ou grupos vítimas de violência, população de baixa renda, quilombolas, pessoas com deficiência, lgbt, indígenas, ciganos, idosos, estudantes, grupos artísticos e culturais independentes, afro-brasileiros;turismo, capacitação, esporte, software livre, cultura digital, artes cênicas, fotografia, gênero, música, internacional, moda, meio ambiente, hip hop, culturas populares, cultura alimentar, capoeira, artesanato, cultural, produção, cultura afro, culturas indígenas, literatura, tradição oral, juventude, gastronomia, comunicação direitos humanos, contador de histórias, audiovisual;design, turismo, sociologia, mídias sociais, rádio, teatro, cultura estrangeira (imigrantes), comunicação, fotografia, audiovisual, gestão cultural, filosofia, cultura digital, cinema, arquivo, antropologia, cultura negra, educação, história, leitura, meio ambiente, museu, patrimônio imaterial, produção cultural, saúde, pesquisa, moda, livro, economia criativa, dança, cultura lgbt, artesanato, arte de rua, patrimônio material, música, literatura, esporte, gastronomia, direito autoral, cultura popular, cultura indígena, cultura cigana, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
